Sample	Plate	Well	Experiment	Time	Treatment	Replicate	CellNumID	WellType	TimeTreatment	Unmapped	Uniquely_mapped	Multimapped	Unpaired_total	Mapping_rate	Total_reads	Uniquely_mapped_rate	Assigned	Assigned_rate_total	Assigned_rate_uniqmap	perc_protein_coding	nr_protein_coding	perc_lncRNA	nr_lncRNA	perc_rRNA	nr_rRNA	perc_mitochondrial	nr_mitochondrial	assigned_reads	ngenes	coverage_ngenes_th
C153_C10_Martello_Polo_Day4_E8_F_34	C153	C10	experiment_2	DAY4	E8	F	34	SC	Day4_E8	27235	88166	13279	128680	78.84	128680	68.52	3923	3.05	4.45	67.7	2656	21.95	861	1.27	50	1.5	59	3923	1249	1
C153_C11_Martello_Polo_Day4_E8_F_35	C153	C11	experiment_2	DAY4	E8	F	35	SC	Day4_E8	23877	51685	7431	82993	71.23	82993	62.28	2485	2.99	4.81	68.41	1700	21.17	526	0.76	19	0.56	14	2485	1357	1
C153_C12_Martello_Polo_Day4_E8_F_36	C153	C12	experiment_2	DAY4	E8	F	36	SC	Day4_E8	378774	825122	142195	1346091	71.86	1346091	61.3	51212	3.8	6.21	63.48	32511	23.47	12021	0.09	48	0.39	202	51212	3803	1
C153_C2_Martello_Polo_Day4_E8_F_26	C153	C2	experiment_2	DAY4	E8	F	26	SC	Day4_E8	61739	170284	25836	257859	76.06	257859	66.04	7405	2.87	4.35	70.45	5217	18.07	1338	0.73	54	0.84	62	7405	1662	1
C153_C3_Martello_Polo_Day4_E8_F_27	C153	C3	experiment_2	DAY4	E8	F	27	SC	Day4_E8	24001	75730	10537	110268	78.23	110268	68.68	3491	3.17	4.61	69.38	2422	22.29	778	0.6	21	0.83	29	3491	1409	1
C153_C4_Martello_Polo_Day4_E8_F_28	C153	C4	experiment_2	DAY4	E8	F	28	SC	Day4_E8	7482	13488	1995	22965	67.42	22965	58.73	739	3.22	5.48	67.52	499	20.43	151	0.54	4	0.81	6	739	584	1
C153_C5_Martello_Polo_Day4_E8_F_29	C153	C5	experiment_2	DAY4	E8	F	29	SC	Day4_E8	16506	46092	7588	70186	76.48	70186	65.67	2260	3.22	4.9	73.1	1652	18.76	424	0.44	10	0.75	17	2260	1058	1
C153_C6_Martello_Polo_Day4_E8_F_30	C153	C6	experiment_2	DAY4	E8	F	30	SC	Day4_E8	37854	117276	19096	174226	78.27	174226	67.31	5413	3.11	4.62	71.13	3850	18.49	1001	1.2	65	1.2	65	5413	1613	1
C153_C7_Martello_Polo_Day4_E8_F_31	C153	C7	experiment_2	DAY4	E8	F	31	SC	Day4_E8	29308	93805	13820	136933	78.6	136933	68.5	3920	2.86	4.18	73.24	2871	16.38	642	0.71	28	0.99	39	3920	1466	1
C153_C8_Martello_Polo_Day4_E8_F_32	C153	C8	experiment_2	DAY4	E8	F	32	SC	Day4_E8	13451	21749	3050	38250	64.83	38250	56.86	1316	3.44	6.05	72.26	951	17.33	228	0.84	11	1.52	20	1316	917	1
C153_C9_Martello_Polo_Day4_E8_F_33	C153	C9	experiment_2	DAY4	E8	F	33	SC	Day4_E8	15493	35299	4738	55530	72.1	55530	63.57	1775	3.2	5.03	69.46	1233	20.39	362	1.52	27	1.63	29	1775	1079	1
C153_D1_Martello_Polo_Day4_E8_F_37	C153	D1	experiment_2	DAY4	E8	F	37	SC	Day4_E8	228672	786228	179188	1194088	80.85	1194088	65.84	35577	2.98	4.53	66.09	23514	19.4	6902	0.33	118	0.4	141	35577	3395	1
C153_D10_Martello_Polo_Day4_E8_F_46	C153	D10	experiment_2	DAY4	E8	F	46	SC	Day4_E8	24427	61222	7879	93528	73.88	93528	65.46	2935	3.14	4.79	70.43	2067	20.24	594	0.95	28	1.29	38	2935	1396	1
C153_D11_Martello_Polo_Day4_E8_F_47	C153	D11	experiment_2	DAY4	E8	F	47	SC	Day4_E8	81169	297484	45647	424300	80.87	424300	70.11	12585	2.97	4.23	68.63	8637	21.24	2673	0.81	102	0.9	113	12585	2093	1
C153_D12_Martello_Polo_Day4_E8_F_48	C153	D12	experiment_2	DAY4	E8	F	48	SC	Day4_E8	344501	1469858	286447	2100806	83.6	2100806	69.97	60140	2.86	4.09	68.08	40942	23.03	13853	1.18	707	1.19	714	60140	3122	1
C153_D2_Martello_Polo_Day4_E8_F_38	C153	D2	experiment_2	DAY4	E8	F	38	SC	Day4_E8	44606	153407	31365	229378	80.55	229378	66.88	6760	2.95	4.41	67.62	4571	19.9	1345	0.38	26	0.62	42	6760	1760	1
C153_D3_Martello_Polo_Day4_E8_F_39	C153	D3	experiment_2	DAY4	E8	F	39	SC	Day4_E8	34034	119018	19410	172462	80.27	172462	69.01	4798	2.78	4.03	70.38	3377	21.82	1047	0.79	38	0.73	35	4798	1534	1
C153_D4_Martello_Polo_Day4_E8_F_40	C153	D4	experiment_2	DAY4	E8	F	40	SC	Day4_E8	24400	65678	10669	100747	75.78	100747	65.19	2939	2.92	4.47	72.24	2123	20.52	603	0.92	27	1.02	30	2939	1279	1
C153_D5_Martello_Polo_Day4_E8_F_41	C153	D5	experiment_2	DAY4	E8	F	41	SC	Day4_E8	22097	51513	6976	80586	72.58	80586	63.92	2461	3.05	4.78	70.95	1746	19.54	481	0.49	12	0.65	16	2461	1343	1
C153_D6_Martello_Polo_Day4_E8_F_42	C153	D6	experiment_2	DAY4	E8	F	42	SC	Day4_E8	20294	37490	5009	62793	67.68	62793	59.7	2091	3.33	5.58	68.96	1442	21.14	442	1.2	25	1.29	27	2091	1364	1
C153_D7_Martello_Polo_Day4_E8_F_43	C153	D7	experiment_2	DAY4	E8	F	43	SC	Day4_E8	111383	76149	8283	195815	43.12	195815	38.89	3894	1.99	5.11	70.49	2745	19.93	776	0.41	16	0.62	24	3894	2003	1
C153_D8_Martello_Polo_Day4_E8_F_44	C153	D8	experiment_2	DAY4	E8	F	44	SC	Day4_E8	29207	27734	3903	60844	52	60844	45.58	1634	2.69	5.89	73.26	1197	16.16	264	0.55	9	0.73	12	1634	1165	1
C153_D9_Martello_Polo_Day4_E8_F_45	C153	D9	experiment_2	DAY4	E8	F	45	SC	Day4_E8	17949	34395	4515	56859	68.43	56859	60.49	1961	3.45	5.7	68.94	1352	19.99	392	0.97	19	1.12	22	1961	1220	1
C153_E1_Martello_Polo_Day4_E8_F_49	C153	E1	experiment_2	DAY4	E8	F	49	SC	Day4_E8	57	59	6	122	53.28	122	48.36	4	3.28	6.78	50	2	50	2	0	0	0	0	4	4	1
C153_E10_Martello_Polo_Day4_E8_F_58	C153	E10	experiment_2	DAY4	E8	F	58	SC	Day4_E8	19987	33372	4655	58014	65.55	58014	57.52	1882	3.24	5.64	70.83	1333	19.77	372	0.74	14	0.74	14	1882	1202	1
C153_E11_Martello_Polo_Day4_E8_F_59	C153	E11	experiment_2	DAY4	E8	F	59	SC	Day4_E8	39658	58872	8083	106613	62.8	106613	55.22	3302	3.1	5.61	70.23	2319	19.02	628	0.67	22	0.73	24	3302	1802	1
C153_E12_Martello_Polo_Day4_E8_F_60	C153	E12	experiment_2	DAY4	E8	F	60	SC	Day4_E8	726744	2895597	675034	4297375	83.09	4297375	67.38	122656	2.85	4.24	65.58	80433	21.78	26713	1.19	1459	1.29	1584	122656	4275	1
C153_E2_Martello_Polo_Day4_E8_F_50	C153	E2	experiment_2	DAY4	E8	F	50	SC	Day4_E8	67756	160132	25493	253381	73.26	253381	63.2	7234	2.85	4.52	66.04	4777	23.39	1692	0.44	32	0.62	45	7234	1882	1
C153_E3_Martello_Polo_Day4_E8_F_51	C153	E3	experiment_2	DAY4	E8	F	51	SC	Day4_E8	39062	118687	15900	173649	77.51	173649	68.35	4885	2.81	4.12	66.35	3241	23.6	1153	0.31	15	0.35	17	4885	1573	1
C153_E4_Martello_Polo_Day4_E8_F_52	C153	E4	experiment_2	DAY4	E8	F	52	SC	Day4_E8	669	1797	310	2776	75.9	2776	64.73	89	3.21	4.95	75.28	67	19.1	17	0	0	2.25	2	89	82	1
C153_E5_Martello_Polo_Day4_E8_F_53	C153	E5	experiment_2	DAY4	E8	F	53	SC	Day4_E8	15999	35316	5039	56354	71.61	56354	62.67	1745	3.1	4.94	70.77	1235	18.74	327	0.69	12	0.52	9	1745	1049	1
C153_E6_Martello_Polo_Day4_E8_F_54	C153	E6	experiment_2	DAY4	E8	F	54	SC	Day4_E8	19209	41850	5638	66697	71.2	66697	62.75	2003	3	4.79	70.39	1410	20.42	409	0.5	10	0.45	9	2003	1165	1
C153_E7_Martello_Polo_Day4_E8_F_55	C153	E7	experiment_2	DAY4	E8	F	55	SC	Day4_E8	320452	307300	32516	660268	51.47	660268	46.54	14763	2.24	4.8	70.04	10340	20.77	3067	0.24	35	0.37	55	14763	6206	1
C153_E8_Martello_Polo_Day4_E8_F_56	C153	E8	experiment_2	DAY4	E8	F	56	SC	Day4_E8	14635	24211	3526	42372	65.46	42372	57.14	1414	3.34	5.84	69.17	978	21	297	0.42	6	0.64	9	1414	990	1
C153_E9_Martello_Polo_Day4_E8_F_57	C153	E9	experiment_2	DAY4	E8	F	57	SC	Day4_E8	24220	71742	9259	105221	76.98	105221	68.18	3326	3.16	4.64	73.3	2438	18.43	613	0.15	5	0.27	9	3326	1348	1
C153_F1_Martello_Polo_Day4_E8_F_61	C153	F1	experiment_2	DAY4	E8	F	61	SC	Day4_E8	616082	1441039	244064	2301185	73.23	2301185	62.62	84748	3.68	5.88	67.44	57155	22.3	18897	0.38	319	0.4	336	84748	5698	1
C153_F10_Martello_Polo_Day4_E8_F_70	C153	F10	experiment_2	DAY4	E8	F	70	SC	Day4_E8	25067	59896	8855	93818	73.28	93818	63.84	2739	2.92	4.57	70.79	1939	20.48	561	0.66	18	0.77	21	2739	1329	1
C153_F11_Martello_Polo_Day4_E8_F_71	C153	F11	experiment_2	DAY4	E8	F	71	SC	Day4_E8	49671	108815	16635	175121	71.64	175121	62.14	5537	3.16	5.09	70.42	3899	19.78	1095	0.25	14	0.42	23	5537	2514	1
C153_F12_Martello_Polo_Day4_E8_F_72	C153	F12	experiment_2	DAY4	E8	F	72	SC	Day4_E8	1355884	4976060	1149388	7481332	81.88	7481332	66.51	228139	3.05	4.58	66.43	151551	22.79	52003	1.27	2901	1.69	3852	228139	5801	1
C153_F2_Martello_Polo_Day4_E8_F_62	C153	F2	experiment_2	DAY4	E8	F	62	SC	Day4_E8	123739	454097	94793	672629	81.6	672629	67.51	20383	3.03	4.49	64.89	13227	21.86	4455	0.3	61	0.46	94	20383	2158	1
C153_F3_Martello_Polo_Day4_E8_F_63	C153	F3	experiment_2	DAY4	E8	F	63	SC	Day4_E8	59311	231944	40934	332189	82.15	332189	69.82	9987	3.01	4.31	67.96	6787	19.28	1925	0.82	82	1.04	104	9987	1855	1
C153_F4_Martello_Polo_Day4_E8_F_64	C153	F4	experiment_2	DAY4	E8	F	64	SC	Day4_E8	14837	25800	3931	44568	66.71	44568	57.89	1427	3.2	5.53	69.24	988	19.48	278	0.49	7	1.12	16	1427	1048	1
C153_F5_Martello_Polo_Day4_E8_F_65	C153	F5	experiment_2	DAY4	E8	F	65	SC	Day4_E8	32100	103399	18599	154098	79.17	154098	67.1	4239	2.75	4.1	69.87	2962	20.57	872	0.64	27	0.8	34	4239	1481	1
C153_F6_Martello_Polo_Day4_E8_F_66	C153	F6	experiment_2	DAY4	E8	F	66	SC	Day4_E8	16337	34684	4769	55790	70.72	55790	62.17	1763	3.16	5.08	66.36	1170	22.01	388	0.51	9	0.51	9	1763	1070	1
C153_F7_Martello_Polo_Day4_E8_F_67	C153	F7	experiment_2	DAY4	E8	F	67	SC	Day4_E8	25081	67660	11123	103864	75.85	103864	65.14	3117	3	4.61	67.85	2115	20.53	640	0.35	11	0.45	14	3117	1385	1
C153_F8_Martello_Polo_Day4_E8_F_68	C153	F8	experiment_2	DAY4	E8	F	68	SC	Day4_E8	16584	26621	3787	46992	64.71	46992	56.65	1514	3.22	5.69	70.15	1062	18.69	283	1.06	16	0.92	14	1514	1052	1
C153_F9_Martello_Polo_Day4_E8_F_69	C153	F9	experiment_2	DAY4	E8	F	69	SC	Day4_E8	17202	26980	3816	47998	64.16	47998	56.21	1558	3.25	5.77	69.77	1087	19.45	303	0.83	13	0.9	14	1558	1124	1
C153_G1_Martello_Polo_Day4_E8_F_73	C153	G1	experiment_2	DAY4	E8	F	73	SC	Day4_E8	1719044	4533033	882888	7134965	75.91	7134965	63.53	231099	3.24	5.1	64.72	149569	24.19	55901	0.32	751	0.5	1162	231099	7370	1
C153_G10_Martello_Polo_Day4_E8_F_82	C153	G10	experiment_2	DAY4	E8	F	82	SC	Day4_E8	259223	1233677	219216	1712116	84.86	1712116	72.06	45112	2.63	3.66	66.78	30127	22.57	10181	0.91	411	0.99	448	45112	2747	1
C153_G11_Martello_Polo_Day4_E8_F_83	C153	G11	experiment_2	DAY4	E8	F	83	SC	Day4_E8	95534	397148	67973	560655	82.96	560655	70.84	16726	2.98	4.21	70.64	11816	21.07	3525	0.85	142	0.87	146	16726	2177	1
C153_G12_Martello_Polo_Day4_E8_F_84	C153	G12	experiment_2	DAY4	E8	F	84	SC	Day4_E8	1682935	6381161	1428865	9492961	82.27	9492961	67.22	276697	2.91	4.34	68.62	189880	20.92	57880	0.71	1974	0.83	2299	276697	6766	1
C153_G2_Martello_Polo_Day4_E8_F_74	C153	G2	experiment_2	DAY4	E8	F	74	SC	Day4_E8	66825	162986	27134	256945	73.99	256945	63.43	9821	3.82	6.03	63.47	6233	23.03	2262	0.85	83	0.9	88	9821	1867	1
C153_G3_Martello_Polo_Day4_E8_F_75	C153	G3	experiment_2	DAY4	E8	F	75	SC	Day4_E8	49427	191546	30566	271539	81.8	271539	70.54	7988	2.94	4.17	66.06	5277	26.7	2133	0.16	13	0.63	50	7988	1855	1
C153_G4_Martello_Polo_Day4_E8_F_76	C153	G4	experiment_2	DAY4	E8	F	76	SC	Day4_E8	21418	55382	8237	85037	74.81	85037	65.13	2834	3.33	5.12	70.89	2009	20.57	583	1.09	31	1.16	33	2834	1269	1
C153_G5_Martello_Polo_Day4_E8_F_77	C153	G5	experiment_2	DAY4	E8	F	77	SC	Day4_E8	22511	44267	6188	72966	69.15	72966	60.67	2115	2.9	4.78	69.69	1474	21.09	446	0.8	17	0.95	20	2115	1235	1
C153_G6_Martello_Polo_Day4_E8_F_78	C153	G6	experiment_2	DAY4	E8	F	78	SC	Day4_E8	45510	156050	28716	230276	80.24	230276	67.77	6570	2.85	4.21	72.39	4756	19.45	1278	0.41	27	0.73	48	6570	1727	1
C153_G7_Martello_Polo_Day4_E8_F_79	C153	G7	experiment_2	DAY4	E8	F	79	SC	Day4_E8	64005	231949	37691	333645	80.82	333645	69.52	9527	2.86	4.11	69.54	6625	22.17	2112	0.29	28	0.37	35	9527	2941	1
C153_G8_Martello_Polo_Day4_E8_F_80	C153	G8	experiment_2	DAY4	E8	F	80	SC	Day4_E8	95470	291120	50409	436999	78.15	436999	66.62	12731	2.91	4.37	66.24	8433	23.78	3027	0.38	48	0.42	53	12731	3111	1
C153_G9_Martello_Polo_Day4_E8_F_81	C153	G9	experiment_2	DAY4	E8	F	81	SC	Day4_E8	14206	27279	4046	45531	68.8	45531	59.91	1418	3.11	5.2	69.96	992	18.34	260	0.63	9	0.85	12	1418	864	1
C153_H1_Martello_Polo_Day4_E8_F_85	C153	H1	experiment_2	DAY4	E8	F	85	SC	Day4_E8	241	100	15	356	32.3	356	28.09	3	0.84	3	66.67	2	0	0	0	0	0	0	3	3	1
C153_H10_Martello_Polo_Day4_E8_F_94	C153	H10	experiment_2	DAY4	E8	F	94	SC	Day4_E8	212710	138851	13823	365384	41.78	365384	38	9011	2.47	6.49	70.92	6391	19.33	1742	0.24	22	0.38	34	9011	3138	1
C153_H11_Martello_Polo_Day4_E8_F_95	C153	H11	experiment_2	DAY4	E8	F	95	SC	Day4_E8	55420	20469	498	76387	27.45	76387	26.8	1641	2.15	8.02	78.49	1288	13.16	216	0.06	1	0	0	1641	896	1
C153_H12_Martello_Polo_Day4_E8_F_96_MINIBULK	C153	H12	experiment_2	DAY4	E8	F	96	MINIBULK	Day4_E8	51	27	4	82	37.8	82	32.93	2	2.44	7.41	100	2	0	0	0	0	0	0	2	2	1
C153_H2_Martello_Polo_Day4_E8_F_86	C153	H2	experiment_2	DAY4	E8	F	86	SC	Day4_E8	66	68	7	141	53.19	141	48.23	5	3.55	7.35	20	1	0	0	60	3	60	3	5	3	1
C153_H3_Martello_Polo_Day4_E8_F_87	C153	H3	experiment_2	DAY4	E8	F	87	SC	Day4_E8	236910	1012262	188339	1437511	83.52	1437511	70.42	38465	2.68	3.8	67.28	25881	22.53	8667	0.88	338	0.95	365	38465	2586	1
C153_H4_Martello_Polo_Day4_E8_F_88	C153	H4	experiment_2	DAY4	E8	F	88	SC	Day4_E8	21260	25340	3865	50465	57.87	50465	50.21	1792	3.55	7.07	72.43	1298	16.85	302	0.5	9	1.12	20	1792	1126	1
C153_H5_Martello_Polo_Day4_E8_F_89	C153	H5	experiment_2	DAY4	E8	F	89	SC	Day4_E8	171587	621172	152201	944960	81.84	944960	65.74	28143	2.98	4.53	65.36	18395	22.61	6362	0.9	254	1.17	329	28143	2196	1
C153_H6_Martello_Polo_Day4_E8_F_90	C153	H6	experiment_2	DAY4	E8	F	90	SC	Day4_E8	1281	458	67	1806	29.07	1806	25.36	33	1.83	7.21	81.82	27	15.15	5	0	0	0	0	33	32	1
C153_H7_Martello_Polo_Day4_E8_F_91	C153	H7	experiment_2	DAY4	E8	F	91	SC	Day4_E8	70362	100788	18362	189512	62.87	189512	53.18	5449	2.88	5.41	69.48	3786	19.31	1052	0.88	48	0.99	54	5449	1694	1
C153_H8_Martello_Polo_Day4_E8_F_92	C153	H8	experiment_2	DAY4	E8	F	92	SC	Day4_E8	87277	349482	88538	525297	83.39	525297	66.53	13476	2.57	3.86	66.02	8897	23.25	3133	0.82	111	1.33	179	13476	2598	1
C153_H9_Martello_Polo_Day4_E8_F_93	C153	H9	experiment_2	DAY4	E8	F	93	SC	Day4_E8	95265	314560	64326	474151	79.91	474151	66.34	12419	2.62	3.95	67.86	8427	19.7	2447	0.2	25	0.34	42	12419	1974	1
C153bis_A1_Martello_Polo_Day4_E8_F_1_EMPTY	C153bis	A1	experiment_2	DAY4	E8	F	1	EMPTY	Day4_E8	0	1	0	1	100	1	100	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	1
C153bis_A10_Martello_Polo_Day4_E8_F_10	C153bis	A10	experiment_2	DAY4	E8	F	10	SC	Day4_E8	102869	150859	28459	282187	63.55	282187	53.46	6568	2.33	4.35	68.18	4478	22.78	1496	0.05	3	0.14	9	6568	3426	1
C153bis_A11_Martello_Polo_Day4_E8_F_11	C153bis	A11	experiment_2	DAY4	E8	F	11	SC	Day4_E8	50	20	3	73	31.51	73	27.4	2	2.74	10	50	1	0	0	0	0	0	0	2	2	1
C153bis_A12_Martello_Polo_Day4_E8_F_12	C153bis	A12	experiment_2	DAY4	E8	F	12	SC	Day4_E8	5	7	3	15	66.67	15	46.67	3	20	42.86	0	0	0	0	66.67	2	66.67	2	3	2	1
C153bis_A2_Martello_Polo_Day4_E8_F_2	C153bis	A2	experiment_2	DAY4	E8	F	2	SC	Day4_E8	0	1	2	3	100	3	33.33	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	1
C153bis_A3_Martello_Polo_Day4_E8_F_3	C153bis	A3	experiment_2	DAY4	E8	F	3	SC	Day4_E8	32	41	13	86	62.79	86	47.67	6	6.98	14.63	83.33	5	0	0	0	0	16.67	1	6	6	1
C153bis_A4_Martello_Polo_Day4_E8_F_4	C153bis	A4	experiment_2	DAY4	E8	F	4	SC	Day4_E8	3214	7087	1053	11354	71.69	11354	62.42	416	3.66	5.87	72.6	302	20.43	85	0	0	0	0	416	268	1
C153bis_A5_Martello_Polo_Day4_E8_F_5	C153bis	A5	experiment_2	DAY4	E8	F	5	SC	Day4_E8	24284	45324	7278	76886	68.42	76886	58.95	2094	2.72	4.62	73.21	1533	17.57	368	0.38	8	0.43	9	2094	951	1
C153bis_A6_Martello_Polo_Day4_E8_F_6	C153bis	A6	experiment_2	DAY4	E8	F	6	SC	Day4_E8	19766	32914	3473	56153	64.8	56153	58.61	1143	2.04	3.47	70.6	807	17.15	196	0.52	6	0.61	7	1143	490	1
C153bis_A7_Martello_Polo_Day4_E8_F_7	C153bis	A7	experiment_2	DAY4	E8	F	7	SC	Day4_E8	14317	28197	4018	46532	69.23	46532	60.6	1137	2.44	4.03	72.65	826	18.82	214	0.79	9	2.11	24	1137	565	1
C153bis_A8_Martello_Polo_Day4_E8_F_8	C153bis	A8	experiment_2	DAY4	E8	F	8	SC	Day4_E8	19673	40672	5794	66139	70.26	66139	61.49	2114	3.2	5.2	63.77	1348	26.73	565	0.43	9	0.43	9	2114	1182	1
C153bis_A9_Martello_Polo_Day4_E8_F_9	C153bis	A9	experiment_2	DAY4	E8	F	9	SC	Day4_E8	22002	40976	5279	68257	67.77	68257	60.03	2139	3.13	5.22	74.38	1591	16.92	362	0.89	19	0.98	21	2139	695	1
C153bis_B1_Martello_Polo_Day4_E8_F_13	C153bis	B1	experiment_2	DAY4	E8	F	13	SC	Day4_E8	82478	91292	13320	187090	55.92	187090	48.8	6431	3.44	7.04	74.81	4811	15.15	974	0.82	53	0.82	53	6431	1544	1
C153bis_B10_Martello_Polo_Day4_E8_F_22	C153bis	B10	experiment_2	DAY4	E8	F	22	SC	Day4_E8	19652	40400	6445	66497	70.45	66497	60.75	2313	3.48	5.73	73.71	1705	17.21	398	0.26	6	0.39	9	2313	1132	1
C153bis_B11_Martello_Polo_Day4_E8_F_23	C153bis	B11	experiment_2	DAY4	E8	F	23	SC	Day4_E8	10614	29915	4533	45062	76.45	45062	66.39	1284	2.85	4.29	74.38	955	18.07	232	0.39	5	0.93	12	1284	616	1
C153bis_B12_Martello_Polo_Day4_E8_F_24	C153bis	B12	experiment_2	DAY4	E8	F	24	SC	Day4_E8	22620	53915	9380	85915	73.67	85915	62.75	2964	3.45	5.5	71.52	2120	17.95	532	0.51	15	1.21	36	2964	1058	1
C153bis_B2_Martello_Polo_Day4_E8_F_14	C153bis	B2	experiment_2	DAY4	E8	F	14	SC	Day4_E8	109379	260459	36691	406529	73.09	406529	64.07	10683	2.63	4.1	67.53	7214	19.65	2099	0.96	103	1.16	124	10683	2007	1
C153bis_B3_Martello_Polo_Day4_E8_F_15	C153bis	B3	experiment_2	DAY4	E8	F	15	SC	Day4_E8	194995	463937	68281	727213	73.19	727213	63.8	22933	3.15	4.94	72.03	16518	19.69	4516	0.2	47	0.36	82	22933	6122	1
C153bis_B4_Martello_Polo_Day4_E8_F_16	C153bis	B4	experiment_2	DAY4	E8	F	16	SC	Day4_E8	244194	270173	42987	557354	56.19	557354	48.47	20973	3.76	7.76	75.02	15734	15.79	3312	0.58	122	0.8	168	20973	3942	1
C153bis_B5_Martello_Polo_Day4_E8_F_17	C153bis	B5	experiment_2	DAY4	E8	F	17	SC	Day4_E8	5135	9819	1541	16495	68.87	16495	59.53	463	2.81	4.72	68.03	315	22.25	103	0	0	0.43	2	463	345	1
C153bis_B6_Martello_Polo_Day4_E8_F_18	C153bis	B6	experiment_2	DAY4	E8	F	18	SC	Day4_E8	9168	14139	2270	25577	64.16	25577	55.28	739	2.89	5.23	70.5	521	19.62	145	0.81	6	1.08	8	739	578	1
C153bis_B7_Martello_Polo_Day4_E8_F_19	C153bis	B7	experiment_2	DAY4	E8	F	19	SC	Day4_E8	4266	9179	1473	14918	71.4	14918	61.53	399	2.67	4.35	72.68	290	18.05	72	0	0	0	0	399	300	1
C153bis_B8_Martello_Polo_Day4_E8_F_20	C153bis	B8	experiment_2	DAY4	E8	F	20	SC	Day4_E8	14483	18854	3281	36618	60.45	36618	51.49	1275	3.48	6.76	69.49	886	23.53	300	0.08	1	0.16	2	1275	890	1
C153bis_B9_Martello_Polo_Day4_E8_F_21	C153bis	B9	experiment_2	DAY4	E8	F	21	SC	Day4_E8	25474	29198	4700	59372	57.09	59372	49.18	2468	4.16	8.45	81.36	2008	12.36	305	0.12	3	0.32	8	2468	1174	1
C153bis_C1_Martello_Polo_Day4_E8_F_25	C153bis	C1	experiment_2	DAY4	E8	F	25	SC	Day4_E8	137	145	19	301	54.49	301	48.17	8	2.66	5.52	87.5	7	0	0	0	0	0	0	8	6	1
C153bis_C10_Martello_Polo_Day4_E8_F_34	C153bis	C10	experiment_2	DAY4	E8	F	34	SC	Day4_E8	171131	298452	47409	516992	66.9	516992	57.73	18717	3.62	6.27	74.23	13893	16.14	3021	0.35	65	0.56	104	18717	2741	1
C153bis_C11_Martello_Polo_Day4_E8_F_35	C153bis	C11	experiment_2	DAY4	E8	F	35	SC	Day4_E8	217391	328922	53898	600211	63.78	600211	54.8	22874	3.81	6.95	70.87	16210	18.54	4241	0.43	98	0.4	92	22874	3680	1
C153bis_C12_Martello_Polo_Day4_E8_F_36	C153bis	C12	experiment_2	DAY4	E8	F	36	SC	Day4_E8	13655	20233	2725	36613	62.7	36613	55.26	1530	4.18	7.56	75.16	1150	15.62	239	0	0	0.39	6	1530	708	1
C153bis_C2_Martello_Polo_Day4_E8_F_26	C153bis	C2	experiment_2	DAY4	E8	F	26	SC	Day4_E8	180091	338648	49926	568665	68.33	568665	59.55	15572	2.74	4.6	70.97	11052	18.38	2862	0.31	48	0.53	82	15572	2717	1
C153bis_C3_Martello_Polo_Day4_E8_F_27	C153bis	C3	experiment_2	DAY4	E8	F	27	SC	Day4_E8	393662	774631	144023	1312316	70	1312316	59.03	44181	3.37	5.7	72.96	32234	17.43	7699	0.45	200	0.58	255	44181	4366	1
C153bis_C4_Martello_Polo_Day4_E8_F_28	C153bis	C4	experiment_2	DAY4	E8	F	28	SC	Day4_E8	160672	289398	49245	499315	67.82	499315	57.96	19299	3.87	6.67	73.27	14141	17.02	3285	0.51	98	0.46	88	19299	3474	1
C153bis_C5_Martello_Polo_Day4_E8_F_29	C153bis	C5	experiment_2	DAY4	E8	F	29	SC	Day4_E8	194900	332193	57583	584676	66.67	584676	56.82	19140	3.27	5.76	72.07	13795	18.47	3536	0.31	59	0.82	156	19140	3238	1
C153bis_C6_Martello_Polo_Day4_E8_F_30	C153bis	C6	experiment_2	DAY4	E8	F	30	SC	Day4_E8	218614	405018	63597	687229	68.19	687229	58.93	19729	2.87	4.87	70.08	13826	17.65	3482	0.89	176	1.05	208	19729	3258	1
C153bis_C7_Martello_Polo_Day4_E8_F_31	C153bis	C7	experiment_2	DAY4	E8	F	31	SC	Day4_E8	247324	440171	71070	758565	67.4	758565	58.03	22102	2.91	5.02	71.01	15695	18.08	3995	0.3	67	0.67	148	22102	3383	1
C153bis_C8_Martello_Polo_Day4_E8_F_32	C153bis	C8	experiment_2	DAY4	E8	F	32	SC	Day4_E8	436230	710634	129941	1276805	65.83	1276805	55.66	44678	3.5	6.29	67.23	30036	21.7	9695	0.5	225	1.06	475	44678	5161	1
C153bis_C9_Martello_Polo_Day4_E8_F_33	C153bis	C9	experiment_2	DAY4	E8	F	33	SC	Day4_E8	356339	712076	127016	1195431	70.19	1195431	59.57	39254	3.28	5.51	73.14	28712	16.57	6503	0.88	347	1.15	451	39254	3981	1
C153bis_D1_Martello_Polo_Day4_E8_F_37	C153bis	D1	experiment_2	DAY4	E8	F	37	SC	Day4_E8	139598	184214	21910	345722	59.62	345722	53.28	14083	4.07	7.64	81.39	11462	11.11	1565	0.04	5	0.07	10	14083	2181	1
C153bis_D10_Martello_Polo_Day4_E8_F_46	C153bis	D10	experiment_2	DAY4	E8	F	46	SC	Day4_E8	22003	37093	5957	65053	66.18	65053	57.02	2399	3.69	6.47	73.03	1752	17.05	409	0.46	11	0.92	22	2399	1182	1
